"tensor(0.0360, device='cuda:0')","tensor(0.0336, device='cuda:0')"
"tensor(-0.0435, device='cuda:0')","tensor(0.1256, device='cuda:0')"
"tensor(-0.0088, device='cuda:0')","tensor(0.0969, device='cuda:0')"
"tensor(-0.0187, device='cuda:0')","tensor(0.1000, device='cuda:0')"
"tensor(-0.0045, device='cuda:0')","tensor(0.0966, device='cuda:0')"
"tensor(-0.0092, device='cuda:0')","tensor(0.0856, device='cuda:0')"
"tensor(-0.0109, device='cuda:0')","tensor(0.0859, device='cuda:0')"
"tensor(-0.0151, device='cuda:0')","tensor(0.0886, device='cuda:0')"
"tensor(-0.0077, device='cuda:0')","tensor(0.0866, device='cuda:0')"
"tensor(-0.0435, device='cuda:0')","tensor(0.1344, device='cuda:0')"
"tensor(-0.0047, device='cuda:0')","tensor(0.0809, device='cuda:0')"
"tensor(-0.0061, device='cuda:0')","tensor(0.0831, device='cuda:0')"
"tensor(-0.0078, device='cuda:0')","tensor(0.0887, device='cuda:0')"
"tensor(0.0177, device='cuda:0')","tensor(0.0584, device='cuda:0')"
"tensor(-0.0149, device='cuda:0')","tensor(0.0985, device='cuda:0')"
"tensor(-0.0370, device='cuda:0')","tensor(0.1160, device='cuda:0')"
"tensor(-0.0167, device='cuda:0')","tensor(0.1000, device='cuda:0')"
"tensor(-0.0135, device='cuda:0')","tensor(0.0945, device='cuda:0')"
"tensor(0.0339, device='cuda:0')","tensor(0.0348, device='cuda:0')"
"tensor(-0.0135, device='cuda:0')","tensor(0.0935, device='cuda:0')"
"tensor(-0.0030, device='cuda:0')","tensor(0.0822, device='cuda:0')"
"tensor(-0.0203, device='cuda:0')","tensor(0.1018, device='cuda:0')"
"tensor(-0.0070, device='cuda:0')","tensor(0.0875, device='cuda:0')"
"tensor(-0.0086, device='cuda:0')","tensor(0.0995, device='cuda:0')"
"tensor(-0.0132, device='cuda:0')","tensor(0.0934, device='cuda:0')"
"tensor(-0.0140, device='cuda:0')","tensor(0.0912, device='cuda:0')"
"tensor(-0.0186, device='cuda:0')","tensor(0.1000, device='cuda:0')"
"tensor(-0.0009, device='cuda:0')","tensor(0.0805, device='cuda:0')"
"tensor(0.0092, device='cuda:0')","tensor(0.0778, device='cuda:0')"
"tensor(-0.0091, device='cuda:0')","tensor(0.0888, device='cuda:0')"
"tensor(-0.0140, device='cuda:0')","tensor(0.0944, device='cuda:0')"
"tensor(-0.0097, device='cuda:0')","tensor(0.0859, device='cuda:0')"
"tensor(-0.0116, device='cuda:0')","tensor(0.0910, device='cuda:0')"
"tensor(-0.0064, device='cuda:0')","tensor(0.0851, device='cuda:0')"
"tensor(-0.0129, device='cuda:0')","tensor(0.0943, device='cuda:0')"
"tensor(-0.0045, device='cuda:0')","tensor(0.0966, device='cuda:0')"
"tensor(-0.0091, device='cuda:0')","tensor(0.0901, device='cuda:0')"
"tensor(-0.0125, device='cuda:0')","tensor(0.0925, device='cuda:0')"
"tensor(-0.0199, device='cuda:0')","tensor(0.1013, device='cuda:0')"
"tensor(-0.0197, device='cuda:0')","tensor(0.1014, device='cuda:0')"
"tensor(-0.0299, device='cuda:0')","tensor(0.1084, device='cuda:0')"
"tensor(-0.0100, device='cuda:0')","tensor(0.0867, device='cuda:0')"
"tensor(-0.0173, device='cuda:0')","tensor(0.0980, device='cuda:0')"
